Keyword,Search Volume (US),CPC (US),Categories,Commercial Potential,Filtering
stressless chairs,12100,$0.60,Home_Furnishings,7260,PASSED
birthstones by month,90500,$0.08,Beauty_&_Fragrance,7240,PASSED
cricket cell phone,5400,$1.34,Vehicles_&_Transportation,7236,PASSED
veranda magazine,3600,$2.00,Home_Improvement,7200,PASSED
parade floats,8100,$0.88,Home_Improvement,7128,PASSED
slab granite,8100,$0.88,Home_Improvement,7128,PASSED
clothes for older ladies,9900,$0.71,Clothing_&_Shoes,7029,PASSED
powder coating ovens,9900,$0.71,Home_Improvement,7029,PASSED
hydronic heating system,4400,$1.58,Home_Improvement,6952,PASSED
locomotive steam engines,12100,$0.57,Vehicles_&_Transportation,6896.999999999999,PASSED
designer clothing for women,8100,$0.85,Clothing_&_Shoes,6885,PASSED
kittery maine outlets,22200,$0.31,Home_Improvement,6882,PASSED
muck boots for women,18100,$0.38,Clothing_&_Shoes,6878,PASSED
my thirty one gifts,5400,$1.27,Beauty_&_Fragrance,6858,PASSED
truck bed liners,14800,$0.46,Tools_&_Hardware,6808,PASSED
maltese dogs puppies,27100,$0.25,Animals,6775,PASSED
tap dancing shoes,18100,$0.37,Clothing_&_Shoes,6697,PASSED
california native plants,4400,$1.52,Lawn_&_Garden,6688,PASSED
terrier breeds of dogs,74000,$0.09,Animals,6660,PASSED
golf cart accessories,22200,$0.30,Vehicles_&_Transportation,6660,PASSED
lion brand yarn,33100,$0.20,Home_Furnishings,6620,PASSED
anthropologie curtains,4400,$1.50,Home_Furnishings,6600,PASSED
edible landscapes,4400,$1.50,Home_Improvement,6600,PASSED
apple crisp dessert,110000,$0.06,Food_&_Drinks,6600,PASSED
dental caps,3600,$1.83,Health_&_Wellness,6588,PASSED
ladies fleece jackets,18100,$0.36,Clothing_&_Shoes,6516,PASSED
banquet chairs,4400,$1.48,Home_Furnishings,6512,PASSED
washer drain hoses,14800,$0.44,Home_Improvement,6512,PASSED
bipap machine,40500,$0.16,Health_&_Wellness,6480,PASSED
mailbox posts,40500,$0.16,Home_&_Improvement,6480,PASSED
african grey parrot,40500,$0.16,Animals,6480,PASSED
fences metal gates,5400,$1.20,Home_Improvement,6480,PASSED
panera gift card,6600,$0.98,Food_&_Drinks,6468,PASSED
twining tea,12100,$0.53,Food_&_Drinks,6413,PASSED
wood mizer sawmills,9900,$0.64,Home_Improvement,6336,PASSED
sunbrella fabric,18100,$0.35,Home_Furnishings,6335,PASSED
paintings for sale,8100,$0.78,Arts_&_Entertainment,6318,PASSED
shredded wheat cereal,5400,$1.17,Food_&_Drinks,6318,PASSED
contact solution,33100,$0.19,Health_&_Wellness,6289,PASSED
tree stands,33100,$0.19,Home_Improvement,6289,PASSED
cheap electric bike,33100,$0.19,Vehicles_&_Transportation,6289,PASSED
romance books,33100,$0.19,Books_&_Literature,6289,PASSED
plastic fencing panels,27100,$0.23,Home_Improvement,6233,PASSED
chippewa boots,27100,$0.23,Clothing_&_Shoes,6233,PASSED
closeout patio sets,22200,$0.28,Home_Improvement,6216.000000000001,PASSED
closeout patio furniture,22200,$0.28,Home_Improvement,6216.000000000001,PASSED
womens heels,22200,$0.28,Clothing_&_Shoes,6216.000000000001,PASSED
used motorhomes for sale,22200,$0.28,Vehicles_&_Transportation,6216.000000000001,PASSED
dyson repair center,6600,$0.94,Home_Improvement,6204,PASSED
discount tire alignment,4400,$1.41,Vehicles_&_Transportation,6204,PASSED
furniture consignment,12100,$0.51,Home_Furnishings,6171,PASSED
deka batteries,12100,$0.51,Electronics,6171,PASSED
rent a log splitter,12100,$0.51,Home_Improvement,6171,PASSED
diamond pool tables,8100,$0.76,Home_Improvement,6156,PASSED
fingerprint jewelry,6600,$0.93,Jewelry_&_Watches,6138,PASSED
umbrella bases,14800,$0.41,Home_Furnishings,6068,PASSED
valuable quarters,14800,$0.41,Finance_&_Services,6068,PASSED
live aquarium fish,60500,$0.10,Animals,6050,PASSED
scaffolding for sale,9900,$0.61,Home_Improvement,6039,PASSED
forklift batteries,3600,$1.67,Industrial_&_Scientific,6012,PASSED
frigidaire parts,6600,$0.91,Home_Furnishings,6006,PASSED
christmas lights etc,6600,$0.91,Home_Furnishings,6006,PASSED
corsage boutonnieres,22200,$0.27,Beauty_&_Fragrance,5994,PASSED
digital scrapbooking,4400,$1.36,Arts_&_Entertainment,5984,PASSED
vinyl flooring rolls,18100,$0.33,Home_Furnishings,5973,PASSED
hydrangea paniculata,18100,$0.33,Lawn_&_Garden,5973,PASSED
electronic speed controller,27100,$0.22,Electronics,5962,PASSED
replacement batteries,4400,$1.35,Home_Improvement,5940,PASSED
washers and dryers costco,12100,$0.49,Home_Furnishings,5929,PASSED
womens suits wedding,12100,$0.49,Clothing_&_Shoes,5929,PASSED
nunn bush shoes,14800,$0.40,Clothing_&_Shoes,5920,PASSED
shoe tree shoes,14800,$0.40,Clothing_&_Shoes,5920,PASSED
canvas shoes,14800,$0.40,Clothing_&_Shoes,5920,PASSED
solar tubes,8100,$0.73,Home_Improvement,5913,PASSED
c spire phones,2400,$2.46,Vehicles_&_Transportation,5904,PASSED
piercing jewelry,9900,$0.59,Jewelry_&_Watches,5841,PASSED
thrift store online,9900,$0.59,Clothing_&_Shoes,5841,PASSED
a z animals,2900,$2.00,Animals,5800,PASSED
nordic ware,22200,$0.26,Home_Kitchenware,5772,PASSED
breakfast cereals,22200,$0.26,Food_&_Drinks,5772,PASSED
shoe polish,9900,$0.58,Clothing_&_Shoes,5742,PASSED
grape vines,9900,$0.58,Lawn_&_Garden,5742,PASSED
consolidated plastics,1300,$4.40,Home_Improvement,5720.000000000001,PASSED
alice in wonderland costume,27100,$0.21,Arts_&_Entertainment,5691,PASSED
gazebos for sale,27100,$0.21,Home_Furnishings,5691,PASSED
favors for weddings,27100,$0.21,Arts_&_Entertainment,5691,PASSED
lacrosse technology,12100,$0.47,Vehicles_&_Transportation,5687,PASSED
parts for forklift,4400,$1.29,Tools_&_Hardware,5676,PASSED
forklift parts,4400,$1.29,Office_Products,5676,PASSED
west highland terriers,40500,$0.14,Animals,5670.000000000001,PASSED
tommy bahamas swimwear,3600,$1.57,Clothing_&_Shoes,5652,PASSED
high point furniture,9900,$0.57,Home_Furnishings,5642.999999999999,PASSED
lindor chocolate,33100,$0.17,Food_&_Drinks,5627,PASSED
biltmore house tickets,14800,$0.38,Travel,5624,PASSED
velcro patch,18100,$0.31,Clothing_&_Shoes,5611,PASSED
teeth covers,4400,$1.27,Health_&_Wellness,5588,PASSED
classic cadillac,6600,$0.84,Vehicles_&_Transportation,5544,PASSED
prairie home companion,8100,$0.68,Arts_&_Entertainment,5508,PASSED
canker sores treatment,110000,$0.05,Health_&_Wellness,5500,PASSED
graduation regalia,6600,$0.83,Clothing_&_Shoes,5478,PASSED
hard truck bed covers,6600,$0.83,Vehicles_&_Transportation,5478,PASSED
truck camper,49500,$0.11,Vehicles_&_Transportation,5445,PASSED
missouri quilt co,12100,$0.45,Home_Furnishings,5445,PASSED
parmesan chicken,18100,$0.30,Food_&_Drinks,5430,PASSED
buddha statues,27100,$0.20,Arts_&_Entertainment,5420,PASSED
fettuccine alfredo,135000,$0.04,Food_&_Drinks,5400,PASSED
brazil nuts,135000,$0.04,Food_&_Drinks,5400,PASSED
butternut squash recipes,135000,$0.04,Food_&_Drinks,5400,PASSED
bass guitar chord chart,3600,$1.50,Arts_&_Entertainment,5400,PASSED
firewood delivery,3600,$1.49,Home_Improvement,5364,PASSED
truck snow plows,9900,$0.54,Home_Improvement,5346,PASSED
above ground pool liners,9900,$0.54,Home_Improvement,5346,PASSED
flowers silk flowers,14800,$0.36,Beauty_&_Fragrance,5328,PASSED
bray and scarff,14800,$0.36,Arts_&_Entertainment,5328,PASSED
sunroom kits,6600,$0.80,Home_Furnishings,5280,PASSED
glassware drinking glasses,18100,$0.29,Home_Kitchen_&_Housewares,5249,PASSED
spa software,590,$8.87,Business,5233.299999999999,PASSED
aluminum sheets,12100,$0.43,Home_Improvement,5203,PASSED
really right stuff,5400,$0.96,Arts_&_Entertainment,5184,PASSED
short nail designs,74000,$0.07,Beauty_&_Fragrance,5180.000000000001,PASSED
artificial flowers silk,14800,$0.35,Home_Furnishings,5180,PASSED
golden berries,27100,$0.19,Health_&_Wellness,5149,PASSED
marrow bones for dogs,5400,$0.95,Health_&_Wellness,5130,PASSED
craftsman tool set,22200,$0.23,Tools_&_Hardware,5106,PASSED
dual sport motorcycles,18100,$0.28,Vehicles_&_Transportation,5068.000000000001,PASSED
released movies,18100,$0.28,Arts_&_Entertainment,5068.000000000001,PASSED
ge range replacement parts,9900,$0.51,Home_Improvement,5049,PASSED
lawn mowers for sale used,14800,$0.34,Home_Improvement,5032,PASSED
tulle fabric,14800,$0.34,Home_Furnishings,5032,PASSED
pole barn buildings,5400,$0.93,Home_Improvement,5022,PASSED
old gospel hymns,3600,$1.38,Arts_&_Entertainment,4968,PASSED
new zealand flag,33100,$0.15,Society_&_Culture,4965,PASSED
sausage casing,12100,$0.41,Food_&_Drinks,4961,PASSED
dinghies boats,12100,$0.41,Vehicles_&_Transportation,4961,PASSED
cultured marble,6600,$0.75,Home_Furnishings,4950,PASSED
plein air painting,9900,$0.50,Arts_&_Entertainment,4950,PASSED
secondhand clothes,8100,$0.61,Clothing_&_Shoes,4941,PASSED
skf bearings,5400,$0.91,Business,4914,PASSED
true colors,18100,$0.27,Beauty_&_Fragrance,4887,PASSED
fireplace doors,18100,$0.27,Home_Improvement,4887,PASSED
physicians formula,22200,$0.22,Health_&_Wellness,4884,PASSED
excavators for sale,14800,$0.33,Tools_&_Hardware,4884,PASSED
bonsai trees for sale,22200,$0.22,Home_Improvement,4884,PASSED
aircraft engine,4400,$1.11,Vehicles_&_Transportation,4884,PASSED
cross stitch patterns,27100,$0.18,Arts_&_Entertainment,4878,PASSED
leatherman multi tool,27100,$0.18,Tools_&_Hardware,4878,PASSED
amphibious vehicle,8100,$0.60,Vehicles_&_Transportation,4860,PASSED
money boxes,9900,$0.49,Home_Kitchen,4851,PASSED
maryland terrapins,12100,$0.40,Sports_&_Recreation,4840,PASSED
wedding hairstyles,60500,$0.08,Beauty_&_Fragrance,4840,PASSED
gardening magazines,2400,$1.98,Home_Improvement,4752,PASSED
cf memory card,9900,$0.48,Electronics,4752,PASSED
shawl wraps,14800,$0.32,Clothing_&_Shoes,4736,PASSED
greenworks lawn mower,14800,$0.32,Home_Improvement,4736,PASSED
abs plastic,14800,$0.32,Tools_&_Hardware,4736,PASSED
adhesive remover,12100,$0.39,Home_Improvement,4719,PASSED
rods western palace,5400,$0.87,Arts_&_Entertainment,4698,PASSED
flagpole sale,6600,$0.71,Home_Improvement,4686,PASSED
parts for honda mowers,9900,$0.47,Home_Improvement,4653,PASSED
norman rockwell paintings,33100,$0.14,Arts_&_Entertainment,4634,PASSED
n2n bodywear,4400,$1.05,Clothing_&_Shoes,4620,PASSED
height weight chart,6600,$0.70,Health_&_Wellness,4620,PASSED
storage sheds costco,27100,$0.17,Home_Improvement,4607,PASSED
wax seal stamps,12100,$0.38,Home_Happenings,4598,PASSED
wheelbarrow tire,12100,$0.38,Tools_&_Hardware,4598,PASSED
semi permanent tattoo,12100,$0.38,Health_&_Wellness,4598,PASSED
vinyl soffit,5400,$0.85,Home_Improvement,4590,PASSED
cheerio cereal,9900,$0.46,Food_&_Drinks,4554,PASSED
walking canes for men,9900,$0.46,Home_Furnishings,4554,PASSED
window parts,8100,$0.56,Home_Improvement,4536,PASSED
kitchenaid parts,5400,$0.84,Home_Improvement,4536,PASSED
do it yourself projects,8100,$0.56,Home_Improvement,4536,PASSED
cairn terriers,90500,$0.05,Animals,4525,PASSED
handwriting without tears,18100,$0.25,Reference,4525,PASSED
sugar substitutes,18100,$0.25,Health_&_Wellness,4525,PASSED
total stations,3600,$1.25,Home_Improvement,4500,PASSED
floating jet ski docks,4400,$1.02,Home_Improvement,4488,PASSED
sunbrella umbrella,6600,$0.68,Home_Furnishings,4488,PASSED
pliny the elder beer,12100,$0.37,Food_&_Drinks,4477,PASSED
plastic box,8100,$0.55,Home_Furnishings,4455,PASSED
chaplet of divine mercy,49500,$0.09,Arts_&_Entertainment,4455,PASSED
mighty mule gate opener,8100,$0.55,Home_Improvement,4455,PASSED
pride mobility scooter,8100,$0.55,Vehicles_&_Transportation,4455,PASSED
mighty mule gate openers,8100,$0.55,Home_Improvement,4455,PASSED
ez go golf cart parts,9900,$0.45,Vehicles_&_Transportation,4455,PASSED
bed truck campers,40500,$0.11,Vehicles_&_Transportation,4455,PASSED
kimball piano,4400,$1.01,Books_&_Literature,4444,PASSED
avent bottles,22200,$0.20,Home_Furnishings,4440,PASSED
toilet tank parts,22200,$0.20,Home_Improvement,4440,PASSED
chicken skins,22200,$0.20,Food_&_Drinks,4440,PASSED
wheaten terrier dogs,74000,$0.06,Animals,4440,PASSED
pool cues sale,14800,$0.30,Home_Improvement,4440,PASSED
bucatini pasta,22200,$0.20,Food_&_Drinks,4440,PASSED
kenosha outlet mall,6600,$0.67,Shopping,4422,PASSED
swimming pool supplies,5400,$0.81,Home_Improvement,4374,PASSED
wood pallets sale,5400,$0.81,Home_Improvement,4374,PASSED
the dump furniture,9900,$0.44,Home_Improvement,4356,PASSED
daffodil bulbs,12100,$0.36,Home_Lawn_&_Garden,4356,PASSED
harman pellet stoves,12100,$0.36,Home_Improvement,4356,PASSED
craftsman lawn mower parts,12100,$0.36,Home_Improvement,4356,PASSED
penny boards,27100,$0.16,Sports_&_Recreation,4336,PASSED
family feud game,33100,$0.13,Arts_&_Entertainment,4303,PASSED
black gospel music,8100,$0.53,Arts_&_Entertainment,4293,PASSED
ion hair color,14800,$0.29,Beauty_&_Fragrance,4292,PASSED
steel plate,14800,$0.29,Home_Improvement,4292,PASSED
ladders home depot,14800,$0.29,Home_Improvement,4292,PASSED
sips panels,6600,$0.65,Food_&_Drinks,4290,PASSED
imc electrical conduit,2900,$1.46,Tools_&_Hardware,4234,PASSED
roquefort cheese,6600,$0.64,Food_&_Drinks,4224,PASSED
glacier water,8100,$0.52,Food_&_Drinks,4212,PASSED
pill identifier lookup,4400,$0.95,Health_&_Wellness,4180,PASSED
college pennants,2900,$1.44,Arts_&_Entertainment,4176,PASSED
alaskan king crab legs,6600,$0.63,Food_&_Drinks,4158,PASSED
gma steals and deals today,9900,$0.42,Shopping,4158,PASSED
auto parts warehouse,9900,$0.42,Vehicles_&_Transportation,4158,PASSED
proteolytic enzyme,9900,$0.42,Health_&_Wellness,4158,PASSED
anolon cookware,12100,$0.34,Kitchen_&_Housewares,4114,PASSED
little trees,12100,$0.34,Lawn_&_Garden,4114,PASSED
tonsil stone treatment,27100,$0.15,Health_&_Wellness,4065,PASSED
aircraft tool supply,2400,$1.69,Tools_&_Hardware,4056,PASSED
drive belts,8100,$0.50,Tools_&_Hardware,4050,PASSED
prefab buildings,3600,$1.12,Home_Improvement,4032.000000000001,PASSED
commercial leaf vacuum,3600,$1.11,Home_Improvement,3996.000000000001,PASSED
talbots sale,22200,$0.18,Clothing_&_Shoes,3996,PASSED
motorhome batteries,18100,$0.22,Vehicles_&_Transportation,3982,PASSED
bacillus thuringiensis,8100,$0.49,Science,3969,PASSED
1943 steel penny value,49500,$0.08,Collectibles,3960,PASSED
pall filters,1600,$2.47,Home_Improvement,3952.000000000001,PASSED
stressless furniture,5400,$0.73,Home_Furnishings,3942,PASSED
servant keeper,1900,$2.04,Families_&_Relationships,3876,PASSED
pantera detomaso,1600,$2.42,Vehicles_&_Transportation,3872,PASSED
keyboard switches,12100,$0.32,Computers_&_Computing,3872,PASSED
power adapters,9900,$0.39,Electronics,3861,PASSED
makita batteries,9900,$0.39,Tools_&_Hardware,3861,PASSED
door security bars,9900,$0.39,Home_Improvement,3861,PASSED
metal staircases,1600,$2.41,Home_Improvement,3856,PASSED
menards composite decking,3600,$1.07,Home_Improvement,3852,PASSED
pashmina scarves,14800,$0.26,Beauty_&_Fragrance,3848,PASSED
solar panel batteries,3600,$1.06,Home_Improvement,3816,PASSED
biblical commentary,18100,$0.21,Reference,3801,PASSED
camellia japonica,18100,$0.21,Lawn_&_Garden,3801,PASSED
horse stall rubber mats,27100,$0.14,Home_Improvement,3794.000000000001,PASSED
timber frame,5400,$0.70,Home_Improvement,3779.999999999999,PASSED
sewing table,22200,$0.17,Home_Furnishings,3774.000000000001,PASSED
business magazines,2900,$1.30,Business,3770,PASSED
hotel supplies,2900,$1.30,Home_Furnishings,3770,PASSED
r value insulation,9900,$0.38,Home_Improvement,3762,PASSED
blank printable calendars,9900,$0.38,Home_Furnishings,3762,PASSED
group 65 battery,6600,$0.57,Business,3761.999999999999,PASSED
crystal healing stones,12100,$0.31,Health_&_Wellness,3751,PASSED
second hand furniture,12100,$0.31,Home_Furnishings,3751,PASSED
heim joint rod ends,12100,$0.31,Home_Improvement,3751,PASSED
wood carvers near me,4400,$0.85,Home_Improvement,3740,PASSED
heaters costco,8100,$0.46,Home_Improvement,3726,PASSED
billboard signs,1900,$1.96,Home_Improvement,3724,PASSED
menu covers,2400,$1.55,Home_Furnishings,3720,PASSED
dwarf rabbit,14800,$0.25,Animals,3700,PASSED
women over 50 hairstyles,74000,$0.05,Beauty_&_Fragrance,3700,PASSED
classic car restoration,3600,$1.02,Vehicles_&_Transportation,3672,PASSED
carvel cakes,9900,$0.37,Food_&_Drinks,3663,PASSED
12 gauge wire,9900,$0.37,Tools_&_Hardware,3663,PASSED
christmas decor clearance,9900,$0.37,Home_Furnishings,3663,PASSED
used mini cooper sale,8100,$0.45,Vehicles_&_Transportation,3645,PASSED
japanese woodblock prints,6600,$0.55,Arts_&_Entertainment,3630.000000000001,PASSED
sterilite containers,12100,$0.30,Home_Furnishings,3630,PASSED
cranberry juice,90500,$0.04,Food_&_Drinks,3620,PASSED
foods high in potassium,90500,$0.04,Health_&_Wellness,3620,PASSED
terry cloth,18100,$0.20,Beauty_&_Fragrance,3620,PASSED
hebrew bible,18100,$0.20,Reference,3620,PASSED
bowling balls for sale,18100,$0.20,Sports_&_Recreation,3620,PASSED
pork tenderloin,90500,$0.04,Food_&_Drinks,3620,PASSED
upholstery repairs,5400,$0.67,Home_Improvement,3618,PASSED
prefabricated house kits,6600,$0.54,Home_Improvement,3564.0000000000005,PASSED
bakery cakes,5400,$0.66,Food_&_Drinks,3564,PASSED
engine rotax,3600,$0.99,Vehicles_&_Transportation,3564,PASSED
amc movie gift cards,14800,$0.24,Shopping,3552,PASSED
amc gift cards,14800,$0.24,Financial_Services,3552,PASSED
good books to read,22200,$0.16,Books_&_Literature,3552,PASSED
ranch house plans,22200,$0.16,Home_Improvement,3552,PASSED
line dance steps,2400,$1.48,Arts_&_Entertainment,3552,PASSED
mothers day poems mom,27100,$0.13,Arts_&_Entertainment,3523,PASSED
steel guitars,27100,$0.13,Arts_&_Entertainment,3523,PASSED
1960s clothing,27100,$0.13,Clothing_&_Shoes,3523,PASSED
milk alternative,5400,$0.65,Food_&_Drinks,3510,PASSED
cardboard sheets,6600,$0.53,Home_Kitchen_&_Housewares,3498,PASSED
farm tractor,6600,$0.53,Vehicles_&_Transportation,3498,PASSED
coast to coast carports,3600,$0.97,Home_Improvement,3492,PASSED
speaker repair,4300,$0.81,Home_Improvement,3483.0000000000005,PASSED
pride mobility,8100,$0.43,Vehicles_&_Transportation,3483,PASSED
alkaline diet foods,49500,$0.07,Food_&_Drinks,3465.0000000000005,PASSED
golf buggy parts,9900,$0.35,Vehicles_&_Transportation,3465,PASSED
american greetings cards,9900,$0.35,Arts_&_Entertainment,3465,PASSED
copper metal sheets,9900,$0.35,Home_Improvement,3465,PASSED
cheap microwave ovens,18100,$0.19,Kitchen_&_Housewares,3439,PASSED
tea length dresses,18100,$0.19,Clothing_&_Shoes,3439,PASSED
microsoft office student,2900,$1.18,Office_Products,3422,PASSED
womens mules shoes,14800,$0.23,Clothing_&_Shoes,3404,PASSED
devotionals for women,14800,$0.23,Reference,3404,PASSED
memorial benches,8100,$0.42,Home_Improvement,3402,PASSED
vw campervan,8100,$0.42,Vehicles_&_Transportation,3402,PASSED
foldable table costco,12100,$0.28,Home_Furnishings,3388.0000000000005,PASSED
gazing globes,12100,$0.28,Home_Improvement,3388.0000000000005,PASSED
new mobile homes for sale,12100,$0.28,Real_Estate,3388.0000000000005,PASSED
engine control module,4400,$0.77,Vehicles_&_Transportation,3388,PASSED
magazines for runners,1000,$3.37,Health_&_Wellness,3370,PASSED
waterpik shower head,9900,$0.34,Health_&_Wellness,3366.0000000000005,PASSED
nut rivet tool,6600,$0.51,Tools_&_Hardware,3366,PASSED
grade 8 bolts,3000,$1.12,Tools_&_Hardware,3360.0000000000005,PASSED
pet turtles,22200,$0.15,Animals,3330,PASSED
stand up pouches,1300,$2.56,Home_Furnishings,3328,PASSED
hobart parts,1900,$1.74,Tools_&_Hardware,3306,PASSED
heat & glo gas fireplace,2900,$1.13,Home_Improvement,3276.9999999999995,PASSED
heat glo gas fireplaces,2900,$1.13,Home_Improvement,3276.9999999999995,PASSED
donation boxes,9900,$0.33,Reference,3267,PASSED
